Estação;Data;P [mm];Filtro;Estação;Data;P [mm];Filtro;Estação;Data;P [mm];Filtro
57000;1987;99,4;kappa > 0,50;1757003;1996;104,4;kappa > 0,50;2452012;1966;55;Mais de 5 anos consecutivos sem dados
57000;1993;98,5;kappa > 0,50;1757003;1997;135,6;kappa > 0,50;2452012;1967;86,2;Mais de 5 anos consecutivos sem dados
57000;1995;108,1;kappa > 0,50;1757003;1998;125,3;kappa > 0,50;2452012;1968;73,5;Mais de 5 anos consecutivos sem dados
57000;1996;145,2;kappa > 0,50;1757003;2000;125,6;kappa > 0,50;2452012;1969;74,1;Mais de 5 anos consecutivos sem dados
57000;1997;40,7;kappa > 0,50;1757003;2001;102,1;kappa > 0,50;2452012;1970;153,1;Mais de 5 anos consecutivos sem dados
57000;1998;86,6;kappa > 0,50;1757003;2004;87,8;kappa > 0,50;2452012;1971;74,4;Mais de 5 anos consecutivos sem dados
57000;1999;110,9;kappa > 0,50;1757003;2005;107,6;kappa > 0,50;2452012;1972;80;Mais de 5 anos consecutivos sem dados
57000;2000;107,6;kappa > 0,50;1757003;2006;76,2;kappa > 0,50;2452012;1973;74;Mais de 5 anos consecutivos sem dados
57000;2004;65;kappa > 0,50;1757003;2007;135;kappa > 0,50;2452012;1974;72;Mais de 5 anos consecutivos sem dados
57000;2005;95,3;kappa > 0,50;1757003;2008;114,4;kappa > 0,50;2452012;1976;109,2;Mais de 5 anos consecutivos sem dados
57000;2006;115,7;kappa > 0,50;1757003;2010;56,5;kappa > 0,50;2452012;1977;79;Mais de 5 anos consecutivos sem dados
57000;2007;90,3;kappa > 0,50;1757003;2011;113;kappa > 0,50;2452012;1978;137;Mais de 5 anos consecutivos sem dados
57000;2008;107,9;kappa > 0,50;1757003;2017;147,1;kappa > 0,50;2452012;1979;98,8;Mais de 5 anos consecutivos sem dados
57000;2009;107,1;kappa > 0,50;1757003;2018;110,6;kappa > 0,50;2452012;1980;110,6;Mais de 5 anos consecutivos sem dados
57000;2010;103,5;kappa > 0,50;1757003;2019;76,6;kappa > 0,50;2452012;1981;108;Mais de 5 anos consecutivos sem dados
57000;2011;95,3;kappa > 0,50;1757003;2020;120,9;kappa > 0,50;2452012;1982;111,6;Mais de 5 anos consecutivos sem dados
150003;1985;111,2;kappa > 0,50;1845027;1985;70;kappa > 0,50;2452012;1983;106;Mais de 5 anos consecutivos sem dados
150003;1987;81,4;kappa > 0,50;1845027;1986;40;kappa > 0,50;2452012;1984;87,8;Mais de 5 anos consecutivos sem dados
150003;1988;80,6;kappa > 0,50;1845027;1988;40;kappa > 0,50;2452012;1985;115,6;Mais de 5 anos consecutivos sem dados
150003;1989;75;kappa > 0,50;1845027;1990;69,3;kappa > 0,50;2452012;1986;130,6;Mais de 5 anos consecutivos sem dados
150003;1990;45;kappa > 0,50;1845027;1991;485,8;kappa > 0,50;2452012;1987;85,4;Mais de 5 anos consecutivos sem dados
150003;1991;90,8;kappa > 0,50;1845027;1993;90;kappa > 0,50;2452012;1988;112,4;Mais de 5 anos consecutivos sem dados
150003;1993;10,5;kappa > 0,50;1845027;1994;163;kappa > 0,50;2452012;1989;93,2;Mais de 5 anos consecutivos sem dados
150003;1995;67,6;kappa > 0,50;1845027;1995;76,4;kappa > 0,50;2452012;1990;103,6;Mais de 5 anos consecutivos sem dados
150003;1996;59;kappa > 0,50;1845027;1996;132,5;kappa > 0,50;2452012;1991;123;Mais de 5 anos consecutivos sem dados
150003;1997;61,2;kappa > 0,50;1845027;1997;54,5;kappa > 0,50;2452012;1992;90;Mais de 5 anos consecutivos sem dados
150003;1998;98,2;kappa > 0,50;1845027;1998;61,3;kappa > 0,50;2452012;1993;116;Mais de 5 anos consecutivos sem dados
150003;1999;82,5;kappa > 0,50;1845027;1999;107,8;kappa > 0,50;2452012;1994;78,8;Mais de 5 anos consecutivos sem dados
150003;2000;100;kappa > 0,50;1845027;2000;59,7;kappa > 0,50;2452012;1995;102,6;Mais de 5 anos consecutivos sem dados
150003;2001;104;kappa > 0,50;1845027;2001;60;kappa > 0,50;2452012;1996;98;Mais de 5 anos consecutivos sem dados
150003;2002;56,5;kappa > 0,50;1845027;2002;92,4;kappa > 0,50;2452012;1997;156,3;Mais de 5 anos consecutivos sem dados
150003;2004;85;kappa > 0,50;1845027;2003;58,3;kappa > 0,50;2452012;1998;104,3;Mais de 5 anos consecutivos sem dados
150003;2005;61,5;kappa > 0,50;1845027;2004;73,1;kappa > 0,50;2452012;1999;87,5;Mais de 5 anos consecutivos sem dados
150003;2006;57;kappa > 0,50;1845027;2005;66,5;kappa > 0,50;2452012;2000;80,3;Mais de 5 anos consecutivos sem dados
150003;2007;81,1;kappa > 0,50;1845027;2006;65,3;kappa > 0,50;2452012;2001;103,5;Mais de 5 anos consecutivos sem dados
150003;2009;87,5;kappa > 0,50;1845027;2007;63,3;kappa > 0,50;2452012;2002;118;Mais de 5 anos consecutivos sem dados
150003;2010;83,2;kappa > 0,50;1845027;2008;98,1;kappa > 0,50;2452012;2003;76,8;Mais de 5 anos consecutivos sem dados
150003;2011;76,1;kappa > 0,50;1845027;2010;78,9;kappa > 0,50;2452012;2004;100;Mais de 5 anos consecutivos sem dados
150003;2012;73,5;kappa > 0,50;1845027;2011;98,5;kappa > 0,50;2452012;2005;132,5;Mais de 5 anos consecutivos sem dados
150003;2013;96,9;kappa > 0,50;1845027;2013;82,8;kappa > 0,50;2452012;2006;101,7;Mais de 5 anos consecutivos sem dados
150003;2014;111,6;kappa > 0,50;1845027;2014;61,6;kappa > 0,50;2452012;2011;165,1;Mais de 5 anos consecutivos sem dados
150003;2016;89,7;kappa > 0,50;1845027;2015;87,7;kappa > 0,50;2452012;2012;111,8;Mais de 5 anos consecutivos sem dados
150003;2017;75,1;kappa > 0,50;1845027;2016;66,2;kappa > 0,50;2452012;2018;1555,4;Mais de 5 anos consecutivos sem dados
150003;2018;34,5;kappa > 0,50;1845027;2017;101;kappa > 0,50;2549065;1976;61;kappa > 0,50
150003;2019;32,5;kappa > 0,50;1845027;2018;54,3;kappa > 0,50;2549065;1977;100,3;kappa > 0,50
150003;2020;37,2;kappa > 0,50;1845027;2020;87,5;kappa > 0,50;2549065;1978;71;kappa > 0,50
245008;1986;97;kappa > 0,50;1846002;1967;88,2;kappa > 0,50;2549065;1979;79;kappa > 0,50
245008;1988;90,5;kappa > 0,50;1846002;1968;83,2;kappa > 0,50;2549065;1980;73;kappa > 0,50
245008;1991;60;kappa > 0,50;1846002;1969;94,2;kappa > 0,50;2549065;1981;36;kappa > 0,50
245008;1992;76,7;kappa > 0,50;1846002;1970;104,3;kappa > 0,50;2549065;1982;94;kappa > 0,50
245008;1993;93,5;kappa > 0,50;1846002;1971;81,2;kappa > 0,50;2549065;1983;24;kappa > 0,50
245008;1994;72,8;kappa > 0,50;1846002;1972;89,2;kappa > 0,50;2549065;1984;50,3;kappa > 0,50
245008;1995;80;kappa > 0,50;1846002;1973;78,2;kappa > 0,50;2549065;1985;36,3;kappa > 0,50
245008;1996;90;kappa > 0,50;1846002;1974;91,2;kappa > 0,50;2549065;1988;75;kappa > 0,50
245008;1997;73;kappa > 0,50;1846002;1975;92,2;kappa > 0,50;2549065;1990;106,3;kappa > 0,50
245008;1998;68;kappa > 0,50;1846002;1976;73,2;kappa > 0,50;2549065;1991;100,1;kappa > 0,50
245008;1999;58,6;kappa > 0,50;1846002;1977;97,2;kappa > 0,50;2549065;1994;97,9;kappa > 0,50
245008;2000;93,1;kappa > 0,50;1846002;1978;92,2;kappa > 0,50;2549065;1995;100,1;kappa > 0,50
245008;2001;32,1;kappa > 0,50;1846002;1979;99;kappa > 0,50;2549065;1996;98,3;kappa > 0,50
245008;2002;85,1;kappa > 0,50;1846002;1980;95,1;kappa > 0,50;2549065;1997;96,8;kappa > 0,50
245008;2003;82,6;kappa > 0,50;1846002;1981;95,1;kappa > 0,50;2549065;1998;69,5;kappa > 0,50
245008;2004;88,3;kappa > 0,50;1846002;1982;50,1;kappa > 0,50;2549065;1999;74,4;kappa > 0,50
245008;2005;82,9;kappa > 0,50;1846002;1983;92,7;kappa > 0,50;2549065;2000;59,6;kappa > 0,50
245008;2006;86,3;kappa > 0,50;1846002;1984;100,2;kappa > 0,50;2549065;2001;61,9;kappa > 0,50
245008;2007;86,5;kappa > 0,50;1846002;1985;57,2;kappa > 0,50;2549065;2002;109,9;kappa > 0,50
245008;2008;75,1;kappa > 0,50;1846002;1986;42,9;kappa > 0,50;2549065;2003;68,6;kappa > 0,50
245008;2010;110,3;kappa > 0,50;1846002;1987;37,9;kappa > 0,50;2549065;2004;68,2;kappa > 0,50
245008;2011;65,3;kappa > 0,50;1846002;1989;80,7;kappa > 0,50;2549065;2005;91,5;kappa > 0,50
245008;2012;93,6;kappa > 0,50;1846002;1990;19,2;kappa > 0,50;2549065;2006;84,8;kappa > 0,50
245008;2014;110,5;kappa > 0,50;1846002;1991;52;kappa > 0,50;2549065;2007;82,2;kappa > 0,50
245008;2015;49,5;kappa > 0,50;1846002;1992;38,5;kappa > 0,50;2549065;2008;88;kappa > 0,50
245008;2016;92,3;kappa > 0,50;1846002;1994;67,5;kappa > 0,50;2549065;2009;77,5;kappa > 0,50
245008;2017;110,1;kappa > 0,50;1846002;1995;56,6;kappa > 0,50;2549065;2011;84,4;kappa > 0,50
268000;1982;93;kappa > 0,50;1846002;1996;101,5;kappa > 0,50;2549065;2012;97,2;kappa > 0,50
268000;1983;41;kappa > 0,50;1846002;1997;67,9;kappa > 0,50;2549065;2014;120;kappa > 0,50
268000;1984;55;kappa > 0,50;1846002;1998;97;kappa > 0,50;2549065;2018;71,8;kappa > 0,50
268000;1985;50;kappa > 0,50;1846002;1999;91,1;kappa > 0,50;2550017;1974;58,7;kappa > 0,50
268000;1987;50,6;kappa > 0,50;1846002;2000;72,1;kappa > 0,50;2550017;1976;88;kappa > 0,50
268000;1988;37;kappa > 0,50;1846002;2001;103,8;kappa > 0,50;2550017;1977;77,4;kappa > 0,50
268000;1989;37;kappa > 0,50;1846002;2002;89,4;kappa > 0,50;2550017;1978;113,2;kappa > 0,50
268000;1990;86,4;kappa > 0,50;1846002;2003;74,4;kappa > 0,50;2550017;1979;57;kappa > 0,50
268000;1992;117,2;kappa > 0,50;1846002;2004;59,6;kappa > 0,50;2550017;1980;120,6;kappa > 0,50
268000;1998;80,4;kappa > 0,50;1846002;2005;84,6;kappa > 0,50;2550017;1981;54;kappa > 0,50
268000;1999;90,7;kappa > 0,50;1846002;2006;63,1;kappa > 0,50;2550017;1982;106,2;kappa > 0,50
268000;2000;80,4;kappa > 0,50;1846002;2007;133,5;kappa > 0,50;2550017;1983;86,4;kappa > 0,50
268000;2001;90,5;kappa > 0,50;1846002;2008;93,7;kappa > 0,50;2550017;1984;63,2;kappa > 0,50
268000;2002;90,2;kappa > 0,50;1846002;2009;75,5;kappa > 0,50;2550017;1985;66;kappa > 0,50
268000;2003;80,3;kappa > 0,50;1846002;2010;82,5;kappa > 0,50;2550017;1986;75;kappa > 0,50
268000;2004;90,2;kappa > 0,50;1846002;2011;108;kappa > 0,50;2550017;1987;65,2;kappa > 0,50
268000;2006;80,1;kappa > 0,50;1846002;2017;77,1;kappa > 0,50;2550017;1988;87,6;kappa > 0,50
268000;2007;90,4;kappa > 0,50;1846002;2018;70;kappa > 0,50;2550017;1989;328,40002;kappa > 0,50
268000;2009;90,2;kappa > 0,50;1846002;2019;80;kappa > 0,50;2550017;1990;83,9;kappa > 0,50
268000;2010;110,5;kappa > 0,50;1846002;2021;110;kappa > 0,50;2550017;1991;680;kappa > 0,50
268000;2011;90,4;kappa > 0,50;1851000;1973;87,4;Mais de 5 anos consecutivos sem dados;2550017;1992;90,4;kappa > 0,50
268000;2012;90,3;kappa > 0,50;1851000;1974;92,4;Mais de 5 anos consecutivos sem dados;2550017;1993;63,1;kappa > 0,50
268000;2014;94,4;kappa > 0,50;1851000;1975;80;Mais de 5 anos consecutivos sem dados;2550017;1994;88,6;kappa > 0,50
268000;2021;93,4;kappa > 0,50;1851000;1976;80,9;Mais de 5 anos consecutivos sem dados;2550017;1995;67,8;kappa > 0,50
338038;1998;94,5;kappa > 0,50;1851000;1977;75;Mais de 5 anos consecutivos sem dados;2550017;1996;80,6;kappa > 0,50
338038;1999;117;kappa > 0,50;1851000;1978;64,6;Mais de 5 anos consecutivos sem dados;2550017;1998;118;kappa > 0,50
338038;2000;101;kappa > 0,50;1851000;1979;119,3;Mais de 5 anos consecutivos sem dados;2550017;1999;57,9;kappa > 0,50
338038;2001;98;kappa > 0,50;1851000;1980;115;Mais de 5 anos consecutivos sem dados;2550017;2000;85,4;kappa > 0,50
338038;2002;127;kappa > 0,50;1851000;1981;110;Mais de 5 anos consecutivos sem dados;2550017;2002;106,4;kappa > 0,50
338038;2003;141,2;kappa > 0,50;1851000;1982;88;Mais de 5 anos consecutivos sem dados;2550017;2003;80;kappa > 0,50
338038;2004;101;kappa > 0,50;1851000;1983;52;Mais de 5 anos consecutivos sem dados;2550017;2004;65,4;kappa > 0,50
338038;2005;87,6;kappa > 0,50;1851000;1984;69,2;Mais de 5 anos consecutivos sem dados;2550017;2005;65,2;kappa > 0,50
338038;2006;138;kappa > 0,50;1851000;1995;989,6;Mais de 5 anos consecutivos sem dados;2550017;2006;75,6;kappa > 0,50
338038;2008;108;kappa > 0,50;1851000;1996;63,9;Mais de 5 anos consecutivos sem dados;2550017;2007;54,4;kappa > 0,50
338038;2009;65;kappa > 0,50;1851000;1998;74,6;Mais de 5 anos consecutivos sem dados;2550017;2008;77,399994;kappa > 0,50
338038;2010;137;kappa > 0,50;1851000;1999;123,1;Mais de 5 anos consecutivos sem dados;2550017;2012;94,9;kappa > 0,50
338038;2011;87;kappa > 0,50;1851000;2000;94,4;Mais de 5 anos consecutivos sem dados;2550017;2014;78,9;kappa > 0,50
338038;2012;62;kappa > 0,50;1851000;2001;120,9;Mais de 5 anos consecutivos sem dados;2550017;2018;49,2;kappa > 0,50
338038;2013;124;kappa > 0,50;1851000;2003;85,7;Mais de 5 anos consecutivos sem dados;2551047;1986;97;kappa > 0,50
338038;2015;132,6;kappa > 0,50;1851000;2004;75,5;Mais de 5 anos consecutivos sem dados;2551047;1987;67,9;kappa > 0,50
338038;2016;110;kappa > 0,50;1851000;2005;100;Mais de 5 anos consecutivos sem dados;2551047;1988;75,2;kappa > 0,50
338038;2017;134;kappa > 0,50;1851000;2007;128,7;Mais de 5 anos consecutivos sem dados;2551047;1989;77,6;kappa > 0,50
338038;2018;148,4;kappa > 0,50;1851000;2008;143,9;Mais de 5 anos consecutivos sem dados;2551047;1990;77,9;kappa > 0,50
338038;2019;130,2;kappa > 0,50;1851000;2009;96,1;Mais de 5 anos consecutivos sem dados;2551047;1991;231,7;kappa > 0,50
338038;2020;115;kappa > 0,50;1851000;2010;165;Mais de 5 anos consecutivos sem dados;2551047;1992;92,9;kappa > 0,50
338038;2021;113;kappa > 0,50;1851000;2011;85;Mais de 5 anos consecutivos sem dados;2551047;1993;68,9;kappa > 0,50
340086;1997;55;kappa > 0,50;1851000;2012;86;Mais de 5 anos consecutivos sem dados;2551047;1994;69,3;kappa > 0,50
340086;1999;53;kappa > 0,50;1851000;2013;81;Mais de 5 anos consecutivos sem dados;2551047;1996;100,7;kappa > 0,50
340086;2000;87;kappa > 0,50;1851000;2014;62,1;Mais de 5 anos consecutivos sem dados;2551047;1997;95,5;kappa > 0,50
340086;2001;250;kappa > 0,50;1851000;2016;100;Mais de 5 anos consecutivos sem dados;2551047;1998;88,4;kappa > 0,50
340086;2002;130;kappa > 0,50;1851000;2017;114;Mais de 5 anos consecutivos sem dados;2551047;1999;55,5;kappa > 0,50
340086;2003;50;kappa > 0,50;1851000;2018;82,2;Mais de 5 anos consecutivos sem dados;2551047;2000;74,2;kappa > 0,50
340086;2004;50;kappa > 0,50;1851000;2020;78,1;Mais de 5 anos consecutivos sem dados;2551047;2002;72,3;kappa > 0,50
340086;2005;50,2;kappa > 0,50;1954002;1967;116;Mais de 5 anos consecutivos sem dados;2551047;2003;80,5;kappa > 0,50
340086;2006;48,8;kappa > 0,50;1954002;1968;114,6;Mais de 5 anos consecutivos sem dados;2551047;2004;112;kappa > 0,50
340086;2008;80,7;kappa > 0,50;1954002;1969;87;Mais de 5 anos consecutivos sem dados;2551047;2005;95,5;kappa > 0,50
340086;2013;100;kappa > 0,50;1954002;1970;84,8;Mais de 5 anos consecutivos sem dados;2551047;2006;78,6;kappa > 0,50
340086;2014;71;kappa > 0,50;1954002;1971;70,6;Mais de 5 anos consecutivos sem dados;2551047;2007;76,8;kappa > 0,50
340086;2017;58;kappa > 0,50;1954002;1976;979,2;Mais de 5 anos consecutivos sem dados;2551047;2009;88;kappa > 0,50
340086;2018;55;kappa > 0,50;1954002;1977;88,8;Mais de 5 anos consecutivos sem dados;2551047;2010;71,4;kappa > 0,50
340086;2019;125;kappa > 0,50;1954002;1978;94;Mais de 5 anos consecutivos sem dados;2551047;2011;105,3;kappa > 0,50
349001;1983;108;kappa > 0,50;1954002;1979;83,8;Mais de 5 anos consecutivos sem dados;2551047;2012;136,8;kappa > 0,50
349001;1984;124;kappa > 0,50;1954002;1980;94,8;Mais de 5 anos consecutivos sem dados;2551047;2013;328,6;kappa > 0,50
349001;1986;79,1;kappa > 0,50;1954002;1981;69,2;Mais de 5 anos consecutivos sem dados;2551047;2014;71,4;kappa > 0,50
349001;1987;113,8;kappa > 0,50;1954002;1982;65,8;Mais de 5 anos consecutivos sem dados;2551047;2018;90,7;kappa > 0,50
349001;1989;143,6;kappa > 0,50;1954002;1992;59,2;Mais de 5 anos consecutivos sem dados;2552047;1976;86,3;Mais de 5 anos consecutivos sem dados
349001;1991;116;kappa > 0,50;1954002;1993;62,5;Mais de 5 anos consecutivos sem dados;2552047;1977;99,4;Mais de 5 anos consecutivos sem dados
349001;1992;68,7;kappa > 0,50;1954002;1994;75;Mais de 5 anos consecutivos sem dados;2552047;1978;83,2;Mais de 5 anos consecutivos sem dados
349001;1993;144,6;kappa > 0,50;1954002;1995;82,3;Mais de 5 anos consecutivos sem dados;2552047;1979;83,2;Mais de 5 anos consecutivos sem dados
349001;1994;90;kappa > 0,50;1954002;1996;73,2;Mais de 5 anos consecutivos sem dados;2552047;1980;88,3;Mais de 5 anos consecutivos sem dados
349001;1996;76;kappa > 0,50;1954002;1997;123,7;Mais de 5 anos consecutivos sem dados;2552047;1981;125,2;Mais de 5 anos consecutivos sem dados
349001;1998;134,7;kappa > 0,50;1954002;1998;64,7;Mais de 5 anos consecutivos sem dados;2552047;1982;90;Mais de 5 anos consecutivos sem dados
349001;1999;133,3;kappa > 0,50;1954002;1999;88,2;Mais de 5 anos consecutivos sem dados;2552047;1983;121,4;Mais de 5 anos consecutivos sem dados
349001;2003;116,3;kappa > 0,50;1954002;2000;83;Mais de 5 anos consecutivos sem dados;2552047;1984;53,2;Mais de 5 anos consecutivos sem dados
349001;2004;101,4;kappa > 0,50;1954002;2001;100;Mais de 5 anos consecutivos sem dados;2552047;1985;100,4;Mais de 5 anos consecutivos sem dados
349001;2005;64;kappa > 0,50;1954002;2002;90;Mais de 5 anos consecutivos sem dados;2552047;1986;115;Mais de 5 anos consecutivos sem dados
349001;2009;39,2;kappa > 0,50;1954002;2003;63;Mais de 5 anos consecutivos sem dados;2552047;1987;92,5;Mais de 5 anos consecutivos sem dados
349001;2010;33,6;kappa > 0,50;1954002;2004;72;Mais de 5 anos consecutivos sem dados;2552047;1988;88;Mais de 5 anos consecutivos sem dados
437016;1998;88,4;kappa > 0,50;1954002;2005;56;Mais de 5 anos consecutivos sem dados;2552047;1989;107;Mais de 5 anos consecutivos sem dados
437016;1999;85;kappa > 0,50;1954002;2006;56,5;Mais de 5 anos consecutivos sem dados;2552047;1991;165,6;Mais de 5 anos consecutivos sem dados
437016;2001;95;kappa > 0,50;1954002;2009;130,2;Mais de 5 anos consecutivos sem dados;2552047;1992;108,3;Mais de 5 anos consecutivos sem dados
437016;2002;110;kappa > 0,50;1954002;2011;91,3;Mais de 5 anos consecutivos sem dados;2552047;1993;139,5;Mais de 5 anos consecutivos sem dados
437016;2003;91;kappa > 0,50;1954002;2014;78,8;Mais de 5 anos consecutivos sem dados;2552047;1994;145,3;Mais de 5 anos consecutivos sem dados
437016;2004;56;kappa > 0,50;1954002;2016;63,5;Mais de 5 anos consecutivos sem dados;2552047;1995;96,7;Mais de 5 anos consecutivos sem dados
437016;2005;85;kappa > 0,50;1954002;2017;97,1;Mais de 5 anos consecutivos sem dados;2552047;1996;140,1;Mais de 5 anos consecutivos sem dados
437016;2006;80;kappa > 0,50;1954002;2018;86;Mais de 5 anos consecutivos sem dados;2552047;1997;125,5;Mais de 5 anos consecutivos sem dados
437016;2007;111,6;kappa > 0,50;1954002;2019;93,5;Mais de 5 anos consecutivos sem dados;2552047;1998;119,3;Mais de 5 anos consecutivos sem dados
437016;2008;95;kappa > 0,50;1954002;2020;77,7;Mais de 5 anos consecutivos sem dados;2552047;1999;181,9;Mais de 5 anos consecutivos sem dados
437016;2014;87,2;kappa > 0,50;1954002;2021;68,4;Mais de 5 anos consecutivos sem dados;2552047;2000;76,9;Mais de 5 anos consecutivos sem dados
437016;2015;41;kappa > 0,50;2147001;1943;76,8;Estação não otimizada;2552047;2001;59,9;Mais de 5 anos consecutivos sem dados
437016;2017;81;kappa > 0,50;2147001;1944;72,2;Estação não otimizada;2552047;2002;81,3;Mais de 5 anos consecutivos sem dados
437016;2018;44,2;kappa > 0,50;2147001;1947;6,4;Estação não otimizada;2552047;2003;169,3;Mais de 5 anos consecutivos sem dados
437016;2019;107,8;kappa > 0,50;2147001;1949;10,6;Estação não otimizada;2552047;2004;88,1;Mais de 5 anos consecutivos sem dados
437016;2020;30;kappa > 0,50;2147001;1950;5,4;Estação não otimizada;2552047;2005;69,4;Mais de 5 anos consecutivos sem dados
437016;2021;106,6;kappa > 0,50;2147001;1951;7,3;Estação não otimizada;2552047;2006;120,6;Mais de 5 anos consecutivos sem dados
438071;1990;74;kappa > 0,50;2147001;1955;72,2;Estação não otimizada;2552047;2007;63;Mais de 5 anos consecutivos sem dados
438071;1991;85,5;kappa > 0,50;2147001;1956;69,8;Estação não otimizada;2552047;2008;93,4;Mais de 5 anos consecutivos sem dados
438071;2008;82;kappa > 0,50;2147001;1957;72,3;Estação não otimizada;2552047;2009;94,1;Mais de 5 anos consecutivos sem dados
438071;2009;43;kappa > 0,50;2147001;1958;88;Estação não otimizada;2552047;2010;94;Mais de 5 anos consecutivos sem dados
438071;2010;60;kappa > 0,50;2147001;1959;39,7;Estação não otimizada;2552047;2011;116,3;Mais de 5 anos consecutivos sem dados
438071;2011;109;kappa > 0,50;2147001;1960;25,4;Estação não otimizada;2552047;2012;98;Mais de 5 anos consecutivos sem dados
438071;2012;50;kappa > 0,50;2147001;1961;12,9;Estação não otimizada;2552047;2018;1999,8;Mais de 5 anos consecutivos sem dados
438071;2013;36;kappa > 0,50;2147001;1968;62,2;Estação não otimizada;2553007;1965;110;Mais de 5 anos consecutivos sem dados
438071;2014;77;kappa > 0,50;2147001;1969;90;Estação não otimizada;2553007;1967;75;Mais de 5 anos consecutivos sem dados
438071;2015;85;kappa > 0,50;2147001;1970;40,5;Estação não otimizada;2553007;1968;100;Mais de 5 anos consecutivos sem dados
438071;2016;60;kappa > 0,50;2147001;1971;114,3;Estação não otimizada;2553007;1970;91;Mais de 5 anos consecutivos sem dados
438071;2017;85;kappa > 0,50;2147001;1972;91,1;Estação não otimizada;2553007;1972;99;Mais de 5 anos consecutivos sem dados
438071;2018;91;kappa > 0,50;2147001;1973;98,1;Estação não otimizada;2553007;1973;95;Mais de 5 anos consecutivos sem dados
438071;2019;73;kappa > 0,50;2147001;1974;88,4;Estação não otimizada;2553007;1974;107,5;Mais de 5 anos consecutivos sem dados
438071;2020;80;kappa > 0,50;2147001;1975;79,3;Estação não otimizada;2553007;1975;111,2;Mais de 5 anos consecutivos sem dados
438071;2021;77;kappa > 0,50;2147001;1976;98,2;Estação não otimizada;2553007;1977;114;Mais de 5 anos consecutivos sem dados
669001;1984;99;kappa > 0,50;2147001;1977;92,6;Estação não otimizada;2553007;1978;78,2;Mais de 5 anos consecutivos sem dados
669001;1985;76,8;kappa > 0,50;2147001;1978;66,3;Estação não otimizada;2553007;1979;94,2;Mais de 5 anos consecutivos sem dados
669001;1986;100;kappa > 0,50;2147001;1979;97,2;Estação não otimizada;2553007;1980;150;Mais de 5 anos consecutivos sem dados
669001;1987;85,4;kappa > 0,50;2147001;1980;71,3;Estação não otimizada;2553007;1981;67,4;Mais de 5 anos consecutivos sem dados
669001;1988;88,6;kappa > 0,50;2147001;1981;80,7;Estação não otimizada;2553007;1982;112,2;Mais de 5 anos consecutivos sem dados
669001;1989;94,6;kappa > 0,50;2147001;1984;106,5;Estação não otimizada;2553007;1983;130,6;Mais de 5 anos consecutivos sem dados
